name_id,pokemon_id,language,name
0020_zh_hans,0020,zh_hans,拉达
0020_en,0020,en,레트라 Reteura
0020_fr,0020,fr,레트라 Reteura
0020_zh_hant,0020,zh_hant,拉達
0020_de,0020,de,Rattikarl
0020_it,0020,it,Raticate
0020_es,0020,es,Raticate
0020_ja,0020,ja,ラッタ
0020_ko,0020,ko,레트라
0021_zh_hans,0021,zh_hans,烈雀
0021_zh_hant,0021,zh_hant,烈雀
0021_en,0021,en,Spearow
0021_fr,0021,fr,Spearow
0021_de,0021,de,Habitak
0021_it,0021,it,Spearow
0021_es,0021,es,Spearow
0021_ja,0021,ja,オニスズメ
0021_ko,0021,ko,깨비참
0022_zh_hans,0022,zh_hans,大嘴雀
0022_en,0022,en,깨비드릴조 Kkaebideuriljo
0022_fr,0022,fr,깨비드릴조 Kkaebideuriljo
0022_zh_hant,0022,zh_hant,大嘴雀
0022_de,0022,de,Ibitak
0022_it,0022,it,Fearow
0022_es,0022,es,Fearow
0022_ja,0022,ja,オニドリル
0022_ko,0022,ko,깨비드릴조
0023_zh_hans,0023,zh_hans,阿柏蛇
0023_en,0023,en,Ekans
0023_fr,0023,fr,Ekans
0023_zh_hant,0023,zh_hant,阿柏蛇
0023_de,0023,de,Rettan
0023_it,0023,it,Ekans
0023_es,0023,es,Ekans
0023_ja,0023,ja,アーボ
0023_ko,0023,ko,아보
0024_zh_hans,0024,zh_hans,阿柏怪
0024_en,0024,en,Arbok
0024_fr,0024,fr,Arbok
0024_zh_hant,0024,zh_hant,阿柏怪
0024_de,0024,de,Arbok
0024_it,0024,it,Arbok
0024_es,0024,es,Arbok
0024_ja,0024,ja,アーボック
0024_ko,0024,ko,아보크
0025_zh_hans,0025,zh_hans,皮卡丘
0025_zh_hant,0025,zh_hant,皮卡丘
0025_en,0025,en,Pikachu
0025_fr,0025,fr,Pikachu
0025_de,0025,de,Pikachu
0025_it,0025,it,Pikachu
0025_es,0025,es,Pikachu
0025_ja,0025,ja,ピカチュウ
0025_ko,0025,ko,피카츄
0026_zh_hans,0026,zh_hans,雷丘
0026_zh_hant,0026,zh_hant,雷丘
0026_en,0026,en,Raichu
0026_fr,0026,fr,Raichu
0026_de,0026,de,Raichu
0026_it,0026,it,Raichu
0026_es,0026,es,Raichu
0026_ja,0026,ja,ライチュウ
0026_ko,0026,ko,라이츄
0027_zh_hans,0027,zh_hans,穿山鼠
0027_en,0027,en,Sandshrew
0027_fr,0027,fr,Sandshrew
0027_zh_hant,0027,zh_hant,穿山鼠
0027_de,0027,de,Sandan
0027_it,0027,it,Sandshrew
0027_es,0027,es,Sandshrew
0027_ja,0027,ja,サンド
0027_ko,0027,ko,모래두지
0028_zh_hans,0028,zh_hans,穿山王
0028_en,0028,en,Sandslash
0028_fr,0028,fr,Sandslash
0028_zh_hant,0028,zh_hant,穿山王
0028_de,0028,de,Sandamer
0028_it,0028,it,Sandslash
0028_es,0028,es,Sandslash
0028_ja,0028,ja,サンドパン
0028_ko,0028,ko,고지
0029_zh_hans,0029,zh_hans,尼多兰
0029_en,0029,en,Nidoran♀
0029_fr,0029,fr,Nidoran♀
0029_zh_hant,0029,zh_hant,尼多蘭
0029_de,0029,de,Nidoran♀
0029_it,0029,it,Nidoran♀
0029_es,0029,es,Nidoran♀
0029_ja,0029,ja,ニドラン♀
0029_ko,0029,ko,니드런♀
0030_zh_hans,0030,zh_hans,尼多娜
0030_en,0030,en,Nidorina
0030_fr,0030,fr,Nidorina
0030_zh_hant,0030,zh_hant,尼多娜
0030_de,0030,de,Nidorina
0030_it,0030,it,Nidorina
0030_es,0030,es,Nidorina
0030_ja,0030,ja,ニドリーナ
0030_ko,0030,ko,니드리나
0031_zh_hans,0031,zh_hans,尼多后
0031_en,0031,en,Nidoqueen
0031_fr,0031,fr,Nidoqueen
0031_zh_hant,0031,zh_hant,尼多后
0031_de,0031,de,Nidoqueen
0031_it,0031,it,Nidoqueen
0031_es,0031,es,Nidoqueen
0031_ja,0031,ja,ニドクイン
0031_ko,0031,ko,니드퀸
0032_zh_hans,0032,zh_hans,尼多朗
0032_en,0032,en,Nidoran♂
0032_fr,0032,fr,Nidoran♂
0032_zh_hant,0032,zh_hant,尼多朗
0032_de,0032,de,Nidoran♂
0032_it,0032,it,Nidoran♂
0032_es,0032,es,Nidoran♂
0032_ja,0032,ja,ニドラン♂
0032_ko,0032,ko,니드런♂
0033_zh_hans,0033,zh_hans,尼多力诺
0033_en,0033,en,Nidorino
0033_fr,0033,fr,Nidorino
0033_zh_hant,0033,zh_hant,尼多力諾
0033_de,0033,de,Nidorino
0033_it,0033,it,Nidorino
0033_es,0033,es,Nidorino
0033_ja,0033,ja,ニドリーノ
0033_ko,0033,ko,니드리노
0034_zh_hans,0034,zh_hans,尼多王
0034_en,0034,en,Nidoking
0034_fr,0034,fr,Nidoking
0034_zh_hant,0034,zh_hant,尼多王
0034_de,0034,de,Nidoking
0034_it,0034,it,Nidoking
0034_es,0034,es,Nidoking
0034_ja,0034,ja,ニドキング
0034_ko,0034,ko,니드킹
0035_zh_hans,0035,zh_hans,皮皮
0035_zh_hant,0035,zh_hant,皮皮
0035_en,0035,en,Clefairy
0035_fr,0035,fr,Clefairy
0035_de,0035,de,Piepi
0035_it,0035,it,Clefairy
0035_es,0035,es,Clefairy
0035_ja,0035,ja,ピッピ
0035_ko,0035,ko,삐삐
0036_zh_hans,0036,zh_hans,皮可西
0036_en,0036,en,Clefable
0036_fr,0036,fr,Clefable
0036_zh_hant,0036,zh_hant,皮可西
0036_de,0036,de,Pixi
0036_it,0036,it,Clefable
0036_es,0036,es,Clefable
0036_ja,0036,ja,ピクシー
0036_ko,0036,ko,픽시
0037_zh_hans,0037,zh_hans,六尾
0037_zh_hant,0037,zh_hant,六尾
0037_en,0037,en,식스테일 Sikseuteil
0037_fr,0037,fr,식스테일 Sikseuteil
0037_de,0037,de,Vulpix
0037_it,0037,it,Vulpix
0037_es,0037,es,Vulpix
0037_ja,0037,ja,ロコン
0037_ko,0037,ko,식스테일
0038_zh_hans,0038,zh_hans,九尾
0038_zh_hant,0038,zh_hant,九尾
0038_en,0038,en,나인테일 Nainteil
0038_fr,0038,fr,나인테일 Nainteil
0038_de,0038,de,Vulnona
0038_it,0038,it,Ninetales
0038_es,0038,es,Ninetales
0038_ja,0038,ja,キュウコン
0038_ko,0038,ko,나인테일
0039_zh_hans,0039,zh_hans,胖丁
0039_zh_hant,0039,zh_hant,胖丁
0039_en,0039,en,Jigglypuff
0039_fr,0039,fr,Jigglypuff
0039_de,0039,de,Pummeluff
0039_it,0039,it,Jigglypuff
0039_es,0039,es,Jigglypuff
0039_ja,0039,ja,プリン
0039_ko,0039,ko,푸린
0040_zh_hans,0040,zh_hans,胖可丁
0040_zh_hant,0040,zh_hant,胖可丁
0040_en,0040,en,Wigglytuff
0040_fr,0040,fr,Wigglytuff
0040_de,0040,de,Knuddeluff
0040_it,0040,it,Wigglytuff
0040_es,0040,es,Wigglytuff
0040_ja,0040,ja,プクリン
0040_ko,0040,ko,푸크린
0041_zh_hans,0041,zh_hans,超音蝠
0041_en,0041,en,Zubat
0041_fr,0041,fr,Zubat
0041_zh_hant,0041,zh_hant,超音蝠
0041_de,0041,de,Zubat
0041_it,0041,it,Zubat
0041_es,0041,es,Zubat
0041_ja,0041,ja,ズバット
0041_ko,0041,ko,주뱃
0042_zh_hans,0042,zh_hans,大嘴蝠
0042_en,0042,en,Golbat
0042_fr,0042,fr,Golbat
0042_zh_hant,0042,zh_hant,大嘴蝠
0042_it,0042,it,Golbat
0042_de,0042,de,Golbat
0042_es,0042,es,Golbat
0042_ja,0042,ja,ゴルバット
0042_ko,0042,ko,골뱃
0043_zh_hans,0043,zh_hans,走路草
0043_zh_hant,0043,zh_hant,走路草
0043_en,0043,en,Oddish
0043_fr,0043,fr,Oddish
0043_de,0043,de,Myrapla
0043_it,0043,it,Oddish
0043_es,0043,es,Oddish
0043_ja,0043,ja,ナゾノクサ
0043_ko,0043,ko,뚜벅쵸
0044_zh_hans,0044,zh_hans,臭臭花
0044_zh_hant,0044,zh_hant,臭臭花
0044_en,0044,en,Gloom
0044_fr,0044,fr,Gloom
0044_es,0044,es,Gloom
0044_de,0044,de,Duflor
0044_it,0044,it,Gloom
0044_ja,0044,ja,クサイハナ
0044_ko,0044,ko,냄새꼬
0045_zh_hans,0045,zh_hans,霸王花
0045_en,0045,en,Vileplume
0045_fr,0045,fr,Vileplume
0045_zh_hant,0045,zh_hant,霸王花
0045_es,0045,es,Vileplume
0045_de,0045,de,Giflor
0045_it,0045,it,Vileplume
0045_ja,0045,ja,ラフレシア
0045_ko,0045,ko,라플레시아
0046_zh_hans,0046,zh_hans,派拉斯
0046_en,0046,en,Paras
0046_fr,0046,fr,Paras
0046_zh_hant,0046,zh_hant,派拉斯
0046_de,0046,de,Paras
0046_it,0046,it,Paras
0046_es,0046,es,Paras
0046_ja,0046,ja,パラス
0046_ko,0046,ko,파라스
0047_zh_hans,0047,zh_hans,派拉斯特
0047_en,0047,en,Parasect
0047_fr,0047,fr,Parasect
0047_zh_hant,0047,zh_hant,派拉斯特
0047_de,0047,de,Parasek
0047_it,0047,it,Parasect
0047_es,0047,es,Parasect
0047_ja,0047,ja,パラセクト
0047_ko,0047,ko,파라섹트
0048_zh_hans,0048,zh_hans,毛球
0048_en,0048,en,Venonat
0048_fr,0048,fr,Venonat
0048_zh_hant,0048,zh_hant,毛球
0048_de,0048,de,Bluzuk
0048_it,0048,it,Venonat
0048_es,0048,es,Venonat
0048_ja,0048,ja,コンパン
0048_ko,0048,ko,콘팡
0049_zh_hans,0049,zh_hans,摩鲁蛾
0049_en,0049,en,Venomoth
0049_fr,0049,fr,Venomoth
0049_zh_hant,0049,zh_hant,摩魯蛾
0049_de,0049,de,Omot
0049_it,0049,it,Venomoth
0049_es,0049,es,Venomoth
0049_ja,0049,ja,モルフォン
0049_ko,0049,ko,도나리
0050_zh_hans,0050,zh_hans,地鼠
0050_en,0050,en,Diglett
0050_fr,0050,fr,Diglett
0050_zh_hant,0050,zh_hant,地鼠
0050_de,0050,de,Digda
0050_it,0050,it,Diglett
0050_es,0050,es,Diglett
0050_ja,0050,ja,ディグダ
0050_ko,0050,ko,디그다
0051_zh_hans,0051,zh_hans,三地鼠
0051_en,0051,en,Dugtrio
0051_fr,0051,fr,Dugtrio
0051_zh_hant,0051,zh_hant,三地鼠
0051_de,0051,de,Digdri
0051_it,0051,it,Dugtrio
0051_es,0051,es,Dugtrio
0051_ja,0051,ja,ダグトリオ
0051_ko,0051,ko,닥트리오
0052_zh_hans,0052,zh_hans,喵喵
0052_zh_hant,0052,zh_hant,喵喵
0052_en,0052,en,Meowth
0052_fr,0052,fr,Meowth
0052_de,0052,de,Mauzi
0052_it,0052,it,Meowth
0052_es,0052,es,Meowth
0052_ja,0052,ja,ニャース
0052_ko,0052,ko,나옹
0053_zh_hans,0053,zh_hans,猫老大
0053_en,0053,en,Persian
0053_fr,0053,fr,Persian
0053_zh_hant,0053,zh_hant,貓老大
0053_de,0053,de,Snobilikat
0053_it,0053,it,Persian
0053_es,0053,es,Persian
0053_ja,0053,ja,ペルシアン
0053_ko,0053,ko,페르시온
0054_zh_hans,0054,zh_hans,可达鸭
0054_en,0054,en,고라파덕 Gorapadeok
0054_fr,0054,fr,고라파덕 Gorapadeok
0054_zh_hant,0054,zh_hant,可達鴨
0054_de,0054,de,Enton
0054_it,0054,it,Psyduck
0054_es,0054,es,Psyduck
0054_ja,0054,ja,コダック
0054_ko,0054,ko,고라파덕
0055_zh_hans,0055,zh_hans,哥达鸭
0055_en,0055,en,Golduck
0055_fr,0055,fr,Golduck
0055_zh_hant,0055,zh_hant,哥達鴨
0055_de,0055,de,Entoron
0055_it,0055,it,Golduck
0055_es,0055,es,Golduck
0055_ja,0055,ja,ゴルダック
0055_ko,0055,ko,골덕
0056_zh_hans,0056,zh_hans,猴怪
0056_en,0056,en,Mankey
0056_fr,0056,fr,Mankey
0056_zh_hant,0056,zh_hant,猴怪
0056_de,0056,de,Menki
0056_it,0056,it,Mankey
0056_es,0056,es,Mankey
0056_ja,0056,ja,マンキー
0056_ko,0056,ko,망키
0057_zh_hans,0057,zh_hans,火暴猴
0057_zh_hant,0057,zh_hant,火爆猴
0057_en,0057,en,Primeape
0057_fr,0057,fr,Primeape
0057_de,0057,de,Rasaff
0057_it,0057,it,Primeape
0057_es,0057,es,Primeape
0057_ja,0057,ja,オコリザル
0057_ko,0057,ko,성원숭
0058_zh_hans,0058,zh_hans,卡蒂狗
0058_en,0058,en,Growlithe
0058_fr,0058,fr,Growlithe
0058_zh_hant,0058,zh_hant,卡蒂狗
0058_de,0058,de,Fukano
0058_it,0058,it,Growlithe
0058_es,0058,es,Growlithe
0058_ja,0058,ja,ガーディ
0058_ko,0058,ko,가디
0059_zh_hans,0059,zh_hans,风速狗
0059_en,0059,en,Arcanine
0059_fr,0059,fr,Arcanine
0059_zh_hant,0059,zh_hant,風速狗
0059_de,0059,de,Arkani
0059_it,0059,it,Arcanine
0059_es,0059,es,Arcanine
0059_ja,0059,ja,ウインディ
0059_ko,0059,ko,윈디
0060_zh_hans,0060,zh_hans,蚊香蝌蚪
0060_zh_hant,0060,zh_hant,蚊香蝌蚪
0060_en,0060,en,Poliwag
0060_fr,0060,fr,Poliwag
0060_de,0060,de,Quapsel
0060_it,0060,it,Poliwag
0060_es,0060,es,Poliwag
0060_ja,0060,ja,ニョロモ
0060_ko,0060,ko,발챙이
0061_zh_hans,0061,zh_hans,蚊香君
0061_zh_hant,0061,zh_hant,蚊香君
0061_en,0061,en,Poliwhirl
0061_fr,0061,fr,Poliwhirl
0061_de,0061,de,Quaputzi
0061_it,0061,it,Poliwhirl
0061_es,0061,es,Poliwhirl
0061_ja,0061,ja,ニョロゾ
0061_ko,0061,ko,슈륙챙이
0062_zh_hans,0062,zh_hans,蚊香泳士
0062_zh_hant,0062,zh_hant,蚊香泳士
0062_en,0062,en,Poliwrath
0062_fr,0062,fr,Poliwrath
0062_de,0062,de,Quappo
0062_it,0062,it,Poliwrath
0062_es,0062,es,Poliwrath
0062_ja,0062,ja,ニョロボン
0062_ko,0062,ko,강챙이
0063_zh_hans,0063,zh_hans,凯西
0063_en,0063,en,Abra
0063_fr,0063,fr,Abra
0063_zh_hant,0063,zh_hant,凱西
0063_de,0063,de,Abra
0063_it,0063,it,Abra
0063_es,0063,es,Abra
0063_ja,0063,ja,ケーシィ
0063_ko,0063,ko,캐이시
0064_zh_hans,0064,zh_hans,勇基拉
0064_zh_hant,0064,zh_hant,勇基拉
0064_en,0064,en,Kadabra
0064_fr,0064,fr,Kadabra
0064_de,0064,de,Kadabra
0064_it,0064,it,Kadabra
0064_es,0064,es,Kadabra
0064_ja,0064,ja,ユンゲラー
0064_ko,0064,ko,윤겔라
0065_zh_hans,0065,zh_hans,胡地
0065_en,0065,en,Alakazam
0065_fr,0065,fr,Alakazam
0065_zh_hant,0065,zh_hant,胡地
0065_de,0065,de,Simsala
0065_it,0065,it,Alakazam
0065_es,0065,es,Alakazam
0065_ja,0065,ja,フーディン
0065_ko,0065,ko,후딘
0066_zh_hans,0066,zh_hans,腕力
0066_zh_hant,0066,zh_hant,腕力
0066_en,0066,en,알통몬 Altongmon
0066_fr,0066,fr,알통몬 Altongmon
0066_es,0066,es,Machop
0066_de,0066,de,Machollo
0066_it,0066,it,Machop
0066_ja,0066,ja,ワンリキー
0066_ko,0066,ko,알통몬
0067_zh_hans,0067,zh_hans,豪力
0067_zh_hant,0067,zh_hant,豪力
0067_en,0067,en,근육몬 Geunyungmon
0067_fr,0067,fr,근육몬 Geunyungmon
0067_es,0067,es,Machoke
0067_de,0067,de,Maschock
0067_it,0067,it,Machoke
0067_ja,0067,ja,ゴーリキー
0067_ko,0067,ko,근육몬
0068_zh_hans,0068,zh_hans,怪力
0068_zh_hant,0068,zh_hant,怪力
0068_en,0068,en,괴력몬 Goeryeongmon
0068_fr,0068,fr,괴력몬 Goeryeongmon
0068_es,0068,es,Machamp
0068_de,0068,de,Machomei
0068_it,0068,it,Machamp
0068_ja,0068,ja,カイリキー
0068_ko,0068,ko,괴력몬
0069_zh_hans,0069,zh_hans,喇叭芽
0069_zh_hant,0069,zh_hant,喇叭芽
0069_en,0069,en,Bellsprout
0069_fr,0069,fr,Bellsprout
0069_de,0069,de,Knofensa
0069_it,0069,it,Bellsprout
0069_es,0069,es,Bellsprout
0069_ja,0069,ja,マダツボミ
0069_ko,0069,ko,모다피
0070_zh_hans,0070,zh_hans,口呆花
0070_zh_hant,0070,zh_hant,口呆花
0070_en,0070,en,Weepinbell
0070_fr,0070,fr,Weepinbell
0070_de,0070,de,Ultrigaria
0070_it,0070,it,Weepinbell
0070_es,0070,es,Weepinbell
0070_ja,0070,ja,ウツドン
0070_ko,0070,ko,우츠동
0071_zh_hans,0071,zh_hans,大食花
0071_en,0071,en,Victreebel
0071_fr,0071,fr,Victreebel
0071_zh_hant,0071,zh_hant,大食花
0071_de,0071,de,Sarzenia
0071_it,0071,it,Victreebel
0071_es,0071,es,Victreebel
0071_ja,0071,ja,ウツボット
0071_ko,0071,ko,우츠보트
0072_zh_hans,0072,zh_hans,玛瑙水母
0072_zh_hant,0072,zh_hant,瑪瑙水母
0072_en,0072,en,Tentacool
0072_fr,0072,fr,Tentacool
0072_de,0072,de,Tentacha
0072_it,0072,it,Tentacool
0072_es,0072,es,Tentacool
0072_ja,0072,ja,メノクラゲ
0072_ko,0072,ko,왕눈해
0073_zh_hans,0073,zh_hans,毒刺水母
0073_zh_hant,0073,zh_hant,毒刺水母
0073_en,0073,en,Tentacruel
0073_fr,0073,fr,Tentacruel
0073_de,0073,de,Tentoxa
0073_it,0073,it,Tentacruel
0073_es,0073,es,Tentacruel
0073_ja,0073,ja,ドククラゲ
0073_ko,0073,ko,독파리
0074_zh_hans,0074,zh_hans,小拳石
0074_zh_hant,0074,zh_hant,小拳石
0074_en,0074,en,Geodude
0074_fr,0074,fr,Geodude
0074_de,0074,de,Kleinstein
0074_it,0074,it,Geodude
0074_es,0074,es,Geodude
0074_ja,0074,ja,イシツブテ
0074_ko,0074,ko,꼬마돌
0075_zh_hans,0075,zh_hans,隆隆石
0075_en,0075,en,Graveler
0075_fr,0075,fr,Graveler
0075_zh_hant,0075,zh_hant,隆隆石
0075_de,0075,de,Georok
0075_it,0075,it,Graveler
0075_es,0075,es,Graveler
0075_ja,0075,ja,ゴローン
0075_ko,0075,ko,데구리
0076_zh_hans,0076,zh_hans,隆隆岩
0076_en,0076,en,Golem
0076_fr,0076,fr,Golem
0076_zh_hant,0076,zh_hant,隆隆岩
0076_de,0076,de,Geowaz
0076_it,0076,it,Golem
0076_es,0076,es,Golem
0076_ja,0076,ja,ゴローニャ
0076_ko,0076,ko,딱구리
0077_zh_hans,0077,zh_hans,小火马
0077_en,0077,en,Ponyta
0077_fr,0077,fr,Ponyta
0077_es,0077,es,Ponyta
0077_zh_hant,0077,zh_hant,小火馬
0077_de,0077,de,Ponita
0077_it,0077,it,Ponyta
0077_ja,0077,ja,ポニータ
0077_ko,0077,ko,포니타
0078_zh_hans,0078,zh_hans,烈焰马
0078_en,0078,en,Rapidash
0078_fr,0078,fr,Rapidash
0078_zh_hant,0078,zh_hant,烈焰馬
0078_de,0078,de,Gallopa
0078_it,0078,it,Rapidash
0078_es,0078,es,Rapidash
0078_ja,0078,ja,ギャロップ
0078_ko,0078,ko,날쌩마
0079_zh_hans,0079,zh_hans,呆呆兽
0079_zh_hant,0079,zh_hant,呆呆獸
0079_en,0079,en,Slowpoke
0079_fr,0079,fr,Slowpoke
0079_de,0079,de,Flegmon
0079_it,0079,it,Slowpoke
0079_es,0079,es,Slowpoke
0079_ja,0079,ja,ヤドン
0079_ko,0079,ko,야돈
0080_zh_hans,0080,zh_hans,呆壳兽
0080_zh_hant,0080,zh_hant,呆殼獸
0080_en,0080,en,Slowbro
0080_fr,0080,fr,Slowbro
0080_de,0080,de,Lahmus
0080_it,0080,it,Slowbro
0080_es,0080,es,Slowbro
0080_ja,0080,ja,ヤドラン
0080_ko,0080,ko,야도란
0081_zh_hans,0081,zh_hans,小磁怪
0081_en,0081,en,Magnemite
0081_fr,0081,fr,Magnemite
0081_zh_hant,0081,zh_hant,小磁怪
0081_de,0081,de,Magnetilo
0081_it,0081,it,Magnemite
0081_es,0081,es,Magnemite
0081_ja,0081,ja,コイル
0081_ko,0081,ko,코일
0082_zh_hans,0082,zh_hans,三合一磁怪
0082_en,0082,en,Magneton
0082_fr,0082,fr,Magneton
0082_zh_hant,0082,zh_hant,三合一磁怪
0082_de,0082,de,Magneton
0082_it,0082,it,Magneton
0082_es,0082,es,Magneton
0082_ja,0082,ja,レアコイル
0082_ko,0082,ko,레어코일
0083_zh_hans,0083,zh_hans,大葱鸭
0083_zh_hant,0083,zh_hant,大蔥鴨
0083_en,0083,en,Farfetch'd
0083_fr,0083,fr,Farfetch'd
0083_de,0083,de,Porenta
0083_it,0083,it,Farfetch'd
0083_es,0083,es,Farfetch'd
0083_ja,0083,ja,カモネギ
0083_ko,0083,ko,파오리
0084_zh_hans,0084,zh_hans,嘟嘟
0084_en,0084,en,Doduo
0084_fr,0084,fr,Doduo
0084_zh_hant,0084,zh_hant,嘟嘟
0084_de,0084,de,Dodu
0084_it,0084,it,Doduo
0084_es,0084,es,Doduo
