form_id,pokemon_id,form_name,is_mega,is_gmax,image,types,genus,height,weight,gender_rate,shape,color,catch_rate_number,catch_rate_percentage,egg_groups
0012_0,0012,巴大蝶,False,False,0012-巴大蝶.png,虫;飞行,蝴蝶宝可梦,1.1m,32.0kg,"{'male': '50%', 'female': '50%'}",多翅形,白色,45,5.9%,虫
0012_1,0012,超极巨化巴大蝶,False,True,0012.1-超极巨化巴大蝶.png,虫;飞行,蝴蝶宝可梦,17.0~??.?m,???.?kg,"{'male': '50%', 'female': '50%'}",多翅形,白色,45,5.9%,虫
0013_0,0013,独角虫,False,False,0013-独角虫.png,虫;毒,毛毛虫宝可梦,0.3m,3.2kg,"{'male': '50%', 'female': '50%'}",虫形,褐色,255,33.3%,虫
0014_0,0014,铁壳蛹,False,False,0014-铁壳蛹.png,虫;毒,蛹宝可梦,0.6m,10.0kg,"{'male': '50%', 'female': '50%'}",蛇形,黄色,120,15.7%,虫
0015_0,0015,大针蜂,False,False,0015-大针蜂.png,虫;毒,毒蜂宝可梦,1.0m,29.5kg,"{'male': '50%', 'female': '50%'}",多翅形,黄色,45,5.9%,虫
0015_1,0015,超级大针蜂,True,False,0015.1-超级大针蜂.png,虫;毒,毒蜂宝可梦,1.4m,40.5kg,"{'male': '50%', 'female': '50%'}",多翅形,黄色,45,5.9%,虫
0016_0,0016,波波,False,False,0016-波波.png,一般;飞行,小鸟宝可梦,0.3m,1.8kg,"{'male': '50%', 'female': '50%'}",双翅形,褐色,255,33.3%,飞行
0017_0,0017,比比鸟,False,False,0017-比比鸟.png,一般;飞行,鸟宝可梦,1.1m,30.0kg,"{'male': '50%', 'female': '50%'}",双翅形,褐色,120,15.7%,飞行
0018_0,0018,大比鸟,False,False,0018-大比鸟.png,一般;飞行,鸟宝可梦,1.5m,39.5kg,"{'male': '50%', 'female': '50%'}",双翅形,褐色,45,5.9%,飞行
0018_1,0018,超级大比鸟,True,False,0018.1-超级大比鸟.png,一般;飞行,鸟宝可梦,2.2m,50.5kg,"{'male': '50%', 'female': '50%'}",双翅形,褐色,45,5.9%,飞行
0019_0,0019,小拉达,False,False,0019-小拉达.png,一般,鼠宝可梦,0.3m,3.5kg,"{'male': '50%', 'female': '50%'}",四足兽形,紫色,255,33.3%,陆上
0019_1,0019,阿罗拉小拉达,False,False,0019.1-阿罗拉小拉达.png,恶;一般,鼠宝可梦,0.3m,3.8kg,"{'male': '50%', 'female': '50%'}",四足兽形,黑色,255,33.3%,陆上
0020_0,0020,拉达,False,False,0020-拉达.png,一般,鼠宝可梦,0.7m,18.5kg,"{'male': '50%', 'female': '50%'}",四足兽形,褐色,127,16.6%,陆上
0020_1,0020,阿罗拉拉达,False,False,0020.1-阿罗拉拉达.png,恶;一般,鼠宝可梦,0.7m,25.5kg,"{'male': '50%', 'female': '50%'}",四足兽形,黑色,127,16.6%,陆上
0021_0,0021,烈雀,False,False,0021-烈雀.png,一般;飞行,小鸟宝可梦,0.3m,2.0kg,"{'male': '50%', 'female': '50%'}",双翅形,褐色,255,33.3%,飞行
0022_0,0022,大嘴雀,False,False,0022-大嘴雀.png,一般;飞行,鸟嘴宝可梦,1.2m,38.0kg,"{'male': '50%', 'female': '50%'}",双翅形,褐色,90,11.8%,飞行
0023_0,0023,阿柏蛇,False,False,0023-阿柏蛇.png,毒,蛇宝可梦,2.0m,6.9kg,"{'male': '50%', 'female': '50%'}",蛇形,紫色,255,33.3%,陆上;龙
0024_0,0024,阿柏怪,False,False,0024-阿柏怪.png,毒,眼镜蛇宝可梦,3.5m,65.0kg,"{'male': '50%', 'female': '50%'}",蛇形,紫色,90,11.8%,陆上;龙
0025_0,0025,皮卡丘,False,False,0025-皮卡丘.png,电,鼠宝可梦,0.4m,6.0kg,"{'male': '50%', 'female': '50%'}",四足兽形,黄色,190,24.8%,陆上;妖精
0025_1,0025,换装皮卡丘,False,False,0025.1-换装皮卡丘.png,电,鼠宝可梦,0.4m,6.0kg,"{'male': None, 'female': '100%'}",四足兽形,黄色,190,24.8%,未发现
0025_2,0025,戴着帽子的皮卡丘,False,False,0025.2-戴着帽子的皮卡丘.png,电,鼠宝可梦,0.4m,6.0kg,"{'male': '100%', 'female': None}",四足兽形,黄色,190,24.8%,未发现
0025_3,0025,超极巨化皮卡丘,False,True,0025.3-超极巨化皮卡丘.png,电,鼠宝可梦,21.0~??.?m,???.?kg,"{'male': '50%', 'female': '50%'}",四足兽形,黄色,190,24.8%,陆上;妖精
0026_0,0026,雷丘,False,False,0026-雷丘.png,电,鼠宝可梦,0.8m,30.0kg,"{'male': '50%', 'female': '50%'}",双足兽形,黄色,75,9.8%,陆上;妖精
0026_1,0026,阿罗拉雷丘,False,False,0026.1-阿罗拉雷丘.png,电;超能力,鼠宝可梦,0.7m,21.0kg,"{'male': '50%', 'female': '50%'}",双足兽形,褐色,75,9.8%,陆上;妖精
0027_0,0027,穿山鼠,False,False,0027-穿山鼠.png,地面,鼠宝可梦,0.6m,12.0kg,"{'male': '50%', 'female': '50%'}",双足兽形,黄色,255,33.3%,陆上
0027_1,0027,阿罗拉穿山鼠,False,False,0027.1-阿罗拉穿山鼠.png,冰;钢,鼠宝可梦,0.7m,40.0kg,"{'male': '50%', 'female': '50%'}",双足兽形,白色,255,33.3%,陆上
0028_0,0028,穿山王,False,False,0028-穿山王.png,地面,鼠宝可梦,1.0m,29.5kg,"{'male': '50%', 'female': '50%'}",双足兽形,黄色,90,11.8%,陆上
0028_1,0028,阿罗拉穿山王,False,False,0028.1-阿罗拉穿山王.png,冰;钢,鼠宝可梦,1.2m,55.0kg,"{'male': '50%', 'female': '50%'}",双足兽形,蓝色,90,11.8%,陆上
0029_0,0029,尼多兰,False,False,0029-尼多兰.png,毒,毒针宝可梦,0.4m,7.0kg,"{'male': None, 'female': '100%'}",四足兽形,蓝色,235,30.7%,怪兽;陆上
0030_0,0030,尼多娜,False,False,0030-尼多娜.png,毒,毒针宝可梦,0.8m,20.0kg,"{'male': None, 'female': '100%'}",四足兽形,蓝色,120,15.7%,未发现
0031_0,0031,尼多后,False,False,0031-尼多后.png,毒;地面,钻锥宝可梦,1.3m,60.0kg,"{'male': None, 'female': '100%'}",双足兽形,蓝色,45,5.9%,未发现
0032_0,0032,尼多朗,False,False,0032-尼多朗.png,毒,毒针宝可梦,0.5m,9.0kg,"{'male': '100%', 'female': None}",四足兽形,紫色,235,30.7%,怪兽;陆上
0033_0,0033,尼多力诺,False,False,0033-尼多力诺.png,毒,毒针宝可梦,0.9m,19.5kg,"{'male': '100%', 'female': None}",四足兽形,紫色,120,15.7%,怪兽;陆上
0034_0,0034,尼多王,False,False,0034-尼多王.png,毒;地面,钻锥宝可梦,1.4m,62.0kg,"{'male': '100%', 'female': None}",双足兽形,紫色,45,5.9%,怪兽;陆上
0035_0,0035,皮皮,False,False,0035-皮皮.png,妖精,妖精宝可梦,0.6m,7.5kg,"{'male': '25%', 'female': '75%'}",双足兽形,粉红色,150,19.6%,妖精
0036_0,0036,皮可西,False,False,0036-皮可西.png,妖精,妖精宝可梦,1.3m,40.0kg,"{'male': '25%', 'female': '75%'}",双足兽形,粉红色,25,3.3%,妖精
0037_0,0037,六尾,False,False,0037-六尾.png,火,狐狸宝可梦,0.6m,9.9kg,"{'male': '25%', 'female': '75%'}",四足兽形,褐色,190,24.8%,陆上
0037_1,0037,阿罗拉六尾,False,False,0037.1-阿罗拉六尾.png,冰,狐狸宝可梦,0.6m,9.9kg,"{'male': '25%', 'female': '75%'}",四足兽形,白色,190,24.8%,陆上
0038_0,0038,九尾,False,False,0038-九尾.png,火,狐狸宝可梦,1.1m,19.9kg,"{'male': '25%', 'female': '75%'}",四足兽形,黄色,75,9.8%,陆上
0038_1,0038,阿罗拉九尾,False,False,0038.1-阿罗拉九尾.png,冰;妖精,狐狸宝可梦,1.1m,19.9kg,"{'male': '25%', 'female': '75%'}",四足兽形,白色,75,9.8%,陆上
0039_0,0039,胖丁,False,False,0039-胖丁.png,一般;妖精,气球宝可梦,0.5m,5.5kg,"{'male': '25%', 'female': '75%'}",人形,粉红色,170,22.2%,妖精
0040_0,0040,胖可丁,False,False,0040-胖可丁.png,一般;妖精,气球宝可梦,1.0m,12.0kg,"{'male': '25%', 'female': '75%'}",人形,粉红色,50,6.5%,妖精
0041_0,0041,超音蝠,False,False,0041-超音蝠.png,毒;飞行,蝙蝠宝可梦,0.8m,7.5kg,"{'male': '50%', 'female': '50%'}",双翅形,紫色,255,33.3%,飞行
0042_0,0042,大嘴蝠,False,False,0042-大嘴蝠.png,毒;飞行,蝙蝠宝可梦,1.6m,55.0kg,"{'male': '50%', 'female': '50%'}",双翅形,紫色,90,11.8%,飞行
0043_0,0043,走路草,False,False,0043-走路草.png,草;毒,杂草宝可梦,0.5m,5.4kg,"{'male': '50%', 'female': '50%'}",双腿形,蓝色,255,33.3%,植物
0044_0,0044,臭臭花,False,False,0044-臭臭花.png,草;毒,杂草宝可梦,0.8m,8.6kg,"{'male': '50%', 'female': '50%'}",人形,蓝色,120,15.7%,植物
0045_0,0045,霸王花,False,False,0045-霸王花.png,草;毒,花宝可梦,1.2m,18.6kg,"{'male': '50%', 'female': '50%'}",人形,红色,45,5.9%,植物
0046_0,0046,派拉斯,False,False,0046-派拉斯.png,虫;草,蘑菇宝可梦,0.3m,5.4kg,"{'male': '50%', 'female': '50%'}",虫形,红色,190,24.8%,虫;植物
0047_0,0047,派拉斯特,False,False,0047-派拉斯特.png,虫;草,蘑菇宝可梦,1.0m,29.5kg,"{'male': '50%', 'female': '50%'}",虫形,红色,75,9.8%,虫;植物
0048_0,0048,毛球,False,False,0048-毛球.png,虫;毒,昆虫宝可梦,1.0m,30.0kg,"{'male': '50%', 'female': '50%'}",人形,紫色,190,24.8%,虫
0049_0,0049,摩鲁蛾,False,False,0049-摩鲁蛾.png,虫;毒,毒蛾宝可梦,1.5m,12.5kg,"{'male': '50%', 'female': '50%'}",多翅形,紫色,75,9.8%,虫
0050_0,0050,地鼠,False,False,0050-地鼠.png,地面,鼹鼠宝可梦,0.2m,0.8kg,"{'male': '50%', 'female': '50%'}",柱形,褐色,255,33.3%,陆上
0050_1,0050,阿罗拉地鼠,False,False,0050.1-阿罗拉地鼠.png,地面;钢,鼹鼠宝可梦,0.2m,1.0kg,"{'male': '50%', 'female': '50%'}",柱形,褐色,255,33.3%,陆上
0051_0,0051,三地鼠,False,False,0051-三地鼠.png,地面,鼹鼠宝可梦,0.7m,33.3kg,"{'male': '50%', 'female': '50%'}",组合形,褐色,50,6.5%,陆上
0051_1,0051,阿罗拉三地鼠,False,False,0051.1-阿罗拉三地鼠.png,地面;钢,鼹鼠宝可梦,0.7m,66.6kg,"{'male': '50%', 'female': '50%'}",组合形,褐色,50,6.5%,陆上
0052_0,0052,喵喵,False,False,0052-喵喵.png,一般,妖怪猫宝可梦,0.4m,4.2kg,"{'male': '50%', 'female': '50%'}",四足兽形,黄色,255,33.3%,陆上
0052_1,0052,阿罗拉喵喵,False,False,0052.1-阿罗拉喵喵.png,恶,妖怪猫宝可梦,0.4m,4.2kg,"{'male': '50%', 'female': '50%'}",四足兽形,蓝色,255,33.3%,陆上
0052_2,0052,伽勒尔喵喵,False,False,0052.2-伽勒尔喵喵.png,钢,妖怪猫宝可梦,0.4m,7.5kg,"{'male': '50%', 'female': '50%'}",双足兽形,褐色,255,33.3%,陆上
0052_3,0052,超极巨化喵喵,False,True,0052.3-超极巨化喵喵.png,一般,妖怪猫宝可梦,33.0~??.?m,???.?kg,"{'male': '50%', 'female': '50%'}",四足兽形,黄色,255,33.3%,陆上
0053_0,0053,猫老大,False,False,0053-猫老大.png,一般,暹罗猫宝可梦,1.0m,32.0kg,"{'male': '50%', 'female': '50%'}",四足兽形,黄色,90,11.8%,陆上
0053_1,0053,阿罗拉猫老大,False,False,0053.1-阿罗拉猫老大.png,恶,暹罗猫宝可梦,1.1m,33.0kg,"{'male': '50%', 'female': '50%'}",四足兽形,蓝色,90,11.8%,陆上
0054_0,0054,可达鸭,False,False,0054-可达鸭.png,水,鸭宝可梦,0.8m,19.6kg,"{'male': '50%', 'female': '50%'}",双足兽形,黄色,190,24.8%,水中1;陆上
0055_0,0055,哥达鸭,False,False,0055-哥达鸭.png,水,鸭宝可梦,1.7m,76.6kg,"{'male': '50%', 'female': '50%'}",双足兽形,蓝色,75,9.8%,水中1;陆上
0056_0,0056,猴怪,False,False,0056-猴怪.png,格斗,猪猴宝可梦,0.5m,28.0kg,"{'male': '50%', 'female': '50%'}",双足兽形,褐色,190,24.8%,陆上
0057_0,0057,火暴猴,False,False,0057-火暴猴.png,格斗,猪猴宝可梦,1.0m,32.0kg,"{'male': '50%', 'female': '50%'}",双足兽形,褐色,75,9.8%,陆上
0058_0,0058,卡蒂狗,False,False,0058-卡蒂狗.png,火,小狗宝可梦,0.7m,19.0kg,"{'male': '75%', 'female': '25%'}",四足兽形,褐色,190,24.8%,陆上
0058_1,0058,洗翠卡蒂狗,False,False,0058.1-洗翠卡蒂狗.png,火;岩石,放哨宝可梦,0.8m,22.7kg,"{'male': '75%', 'female': '25%'}",四足兽形,褐色,190,24.8%,陆上
0059_0,0059,风速狗,False,False,0059-风速狗.png,火,传说宝可梦,1.9m,155.0kg,"{'male': '75%', 'female': '25%'}",四足兽形,褐色,75,9.8%,陆上
0059_1,0059,洗翠风速狗,False,False,0059.1-洗翠风速狗.png,火;岩石,传说宝可梦,2.0m,168.0kg,"{'male': '75%', 'female': '25%'}",四足兽形,褐色,75,9.8%,陆上
0060_0,0060,蚊香蝌蚪,False,False,0060-蚊香蝌蚪.png,水,蝌蚪宝可梦,0.6m,12.4kg,"{'male': '50%', 'female': '50%'}",双腿形,蓝色,255,33.3%,水中1
0061_0,0061,蚊香君,False,False,0061-蚊香君.png,水,蝌蚪宝可梦,1.0m,20.0kg,"{'male': '50%', 'female': '50%'}",人形,蓝色,120,15.7%,水中1
0062_0,0062,蚊香泳士,False,False,0062-蚊香泳士.png,水;格斗,蝌蚪宝可梦,1.3m,54.0kg,"{'male': '50%', 'female': '50%'}",人形,蓝色,45,5.9%,水中1
0063_0,0063,凯西,False,False,0063-凯西.png,超能力,念力宝可梦,0.9m,19.5kg,"{'male': '75%', 'female': '25%'}",双足兽形,褐色,200,26.1%,人型
0064_0,0064,勇基拉,False,False,0064-勇基拉.png,超能力,念力宝可梦,1.3m,56.5kg,"{'male': '75%', 'female': '25%'}",双足兽形,褐色,100,13.1%,人型
0065_0,0065,胡地,False,False,0065-胡地.png,超能力,念力宝可梦,1.5m,48.0kg,"{'male': '75%', 'female': '25%'}",人形,褐色,50,6.5%,人型
0065_1,0065,超级胡地,True,False,0065.1-超级胡地.png,超能力,念力宝可梦,1.2m,48.0kg,"{'male': '75%', 'female': '25%'}",人形,褐色,50,6.5%,人型
0066_0,0066,腕力,False,False,0066-腕力.png,格斗,怪力宝可梦,0.8m,19.5kg,"{'male': '75%', 'female': '25%'}",双足兽形,灰色,180,23.5%,人型
0067_0,0067,豪力,False,False,0067-豪力.png,格斗,怪力宝可梦,1.5m,70.5kg,"{'male': '75%', 'female': '25%'}",人形,灰色,90,11.8%,人型
0068_0,0068,怪力,False,False,0068-怪力.png,格斗,怪力宝可梦,1.6m,130.0kg,"{'male': '75%', 'female': '25%'}",人形,灰色,45,5.9%,人型
0068_1,0068,超极巨化怪力,False,True,0068.1-超极巨化怪力.png,格斗,怪力宝可梦,25.0~??.?m,???.?kg,"{'male': '75%', 'female': '25%'}",人形,灰色,45,5.9%,人型
0069_0,0069,喇叭芽,False,False,0069-喇叭芽.png,草;毒,花宝可梦,0.7m,4.0kg,"{'male': '50%', 'female': '50%'}",人形,绿色,255,33.3%,植物
0070_0,0070,口呆花,False,False,0070-口呆花.png,草;毒,捕蝇宝可梦,1.0m,6.4kg,"{'male': '50%', 'female': '50%'}",柱形,绿色,120,15.7%,植物
0071_0,0071,大食花,False,False,0071-大食花.png,草;毒,捕蝇宝可梦,1.7m,15.5kg,"{'male': '50%', 'female': '50%'}",柱形,绿色,45,5.9%,植物
0072_0,0072,玛瑙水母,False,False,0072-玛瑙水母.png,水;毒,水母宝可梦,0.9m,45.5kg,"{'male': '50%', 'female': '50%'}",触手形,蓝色,190,24.8%,水中3
0073_0,0073,毒刺水母,False,False,0073-毒刺水母.png,水;毒,水母宝可梦,1.6m,55.0kg,"{'male': '50%', 'female': '50%'}",触手形,蓝色,60,7.8%,水中3
0074_0,0074,小拳石,False,False,0074-小拳石.png,岩石;地面,岩石宝可梦,0.4m,20.0kg,"{'male': '50%', 'female': '50%'}",双手形,褐色,255,33.3%,矿物
0074_1,0074,阿罗拉小拳石,False,False,0074.1-阿罗拉小拳石.png,岩石;电,岩石宝可梦,0.4m,20.3kg,"{'male': '50%', 'female': '50%'}",双手形,灰色,255,33.3%,矿物
0075_0,0075,隆隆石,False,False,0075-隆隆石.png,岩石;地面,岩石宝可梦,1.0m,105.0kg,"{'male': '50%', 'female': '50%'}",人形,褐色,120,15.7%,矿物
0075_1,0075,阿罗拉隆隆石,False,False,0075.1-阿罗拉隆隆石.png,岩石;电,岩石宝可梦,1.0m,110.0kg,"{'male': '50%', 'female': '50%'}",人形,灰色,120,15.7%,矿物
0076_0,0076,隆隆岩,False,False,0076-隆隆岩.png,岩石;地面,重量级宝可梦,1.4m,300.0kg,"{'male': '50%', 'female': '50%'}",人形,褐色,45,5.9%,矿物
0076_1,0076,阿罗拉隆隆岩,False,False,0076.1-阿罗拉隆隆岩.png,岩石;电,重量级宝可梦,1.7m,316.0kg,"{'male': '50%', 'female': '50%'}",人形,灰色,45,5.9%,矿物
0077_0,0077,小火马,False,False,0077-小火马.png,火,火马宝可梦,1.0m,30.0kg,"{'male': '50%', 'female': '50%'}",四足兽形,黄色,190,24.8%,陆上
0077_1,0077,伽勒尔小火马,False,False,0077.1-伽勒尔小火马.png,超能力,一角宝可梦,0.8m,24.0kg,"{'male': '50%', 'female': '50%'}",四足兽形,白色,190,24.8%,陆上
0078_0,0078,烈焰马,False,False,0078-烈焰马.png,火,火马宝可梦,1.7m,95.0kg,"{'male': '50%', 'female': '50%'}",四足兽形,黄色,60,7.8%,陆上
0078_1,0078,伽勒尔烈焰马,False,False,0078.1-伽勒尔烈焰马.png,超能力;妖精,一角宝可梦,1.7m,80.0kg,"{'male': '50%', 'female': '50%'}",四足兽形,白色,60,7.8%,陆上
0079_0,0079,呆呆兽,False,False,0079-呆呆兽.png,水;超能力,憨憨宝可梦,1.2m,36.0kg,"{'male': '50%', 'female': '50%'}",四足兽形,粉红色,190,24.8%,怪兽;水中1
0079_1,0079,伽勒尔呆呆兽,False,False,0079.1-伽勒尔呆呆兽.png,超能力,憨憨宝可梦,1.2m,36.0kg,"{'male': '50%', 'female': '50%'}",四足兽形,粉红色,190,24.8%,怪兽;水中1
0080_0,0080,呆壳兽,False,False,0080-呆壳兽.png,水;超能力,寄居蟹宝可梦,1.6m,78.5kg,"{'male': '50%', 'female': '50%'}",双足兽形,粉红色,75,9.8%,怪兽;水中1
0080_1,0080,超级呆壳兽,True,False,0080.1-超级呆壳兽.png,水;超能力,寄居蟹宝可梦,2.0m,120.0kg,"{'male': '50%', 'female': '50%'}",双手形,粉红色,75,9.8%,怪兽;水中1
0080_2,0080,伽勒尔呆壳兽,False,False,0080.2-伽勒尔呆壳兽.png,毒;超能力,寄居蟹宝可梦,1.6m,70.5kg,"{'male': '50%', 'female': '50%'}",双足兽形,粉红色,75,9.8%,怪兽;水中1
0081_0,0081,小磁怪,False,False,0081-小磁怪.png,电;钢,磁铁宝可梦,0.3m,6.0kg,,双手形,灰色,190,24.8%,矿物
0082_0,0082,三合一磁怪,False,False,0082-三合一磁怪.png,电;钢,磁铁宝可梦,1.0m,60.0kg,,组合形,灰色,60,7.8%,矿物
0083_0,0083,大葱鸭,False,False,0083-大葱鸭.png,一般;飞行,黄嘴鸭宝可梦,0.8m,15.0kg,"{'male': '50%', 'female': '50%'}",双翅形,褐色,45,5.9%,飞行;陆上
0083_1,0083,伽勒尔大葱鸭,False,False,0083.1-伽勒尔大葱鸭.png,格斗,黄嘴鸭宝可梦,0.8m,42.0kg,"{'male': '50%', 'female': '50%'}",双翅形,褐色,45,5.9%,飞行;陆上
0084_0,0084,嘟嘟,False,False,0084-嘟嘟.png,一般;飞行,两头鸟宝可梦,1.4m,39.2kg,"{'male': '50%', 'female': '50%'}",双腿形,褐色,190,24.8%,飞行
0085_0,0085,嘟嘟利,False,False,0085-嘟嘟利.png,一般;飞行,三头鸟宝可梦,1.8m,85.2kg,"{'male': '50%', 'female': '50%'}",双腿形,褐色,45,5.9%,飞行
0086_0,0086,小海狮,False,False,0086-小海狮.png,水,海狮宝可梦,1.1m,90.0kg,"{'male': '50%', 'female': '50%'}",鱼形,白色,190,24.8%,水中1;陆上
0087_0,0087,白海狮,False,False,0087-白海狮.png,水;冰,海狮宝可梦,1.7m,120.0kg,"{'male': '50%', 'female': '50%'}",鱼形,白色,75,9.8%,水中1;陆上
0088_0,0088,臭泥,False,False,0088-臭泥.png,毒,污泥宝可梦,0.9m,30.0kg,"{'male': '50%', 'female': '50%'}",双手形,紫色,190,24.8%,不定形
0088_1,0088,阿罗拉臭泥,False,False,0088.1-阿罗拉臭泥.png,毒;恶,污泥宝可梦,0.7m,42.0kg,"{'male': '50%', 'female': '50%'}",双手形,绿色,190,24.8%,不定形
0089_0,0089,臭臭泥,False,False,0089-臭臭泥.png,毒,污泥宝可梦,1.2m,30.0kg,"{'male': '50%', 'female': '50%'}",双手形,紫色,75,9.8%,不定形
0089_1,0089,阿罗拉臭臭泥,False,False,0089.1-阿罗拉臭臭泥.png,毒;恶,污泥宝可梦,1.0m,52.0kg,"{'male': '50%', 'female': '50%'}",双手形,绿色,75,9.8%,不定形
0090_0,0090,大舌贝,False,False,0090-大舌贝.png,水,双壳贝宝可梦,0.3m,4.0kg,"{'male': '50%', 'female': '50%'}",球形,紫色,190,24.8%,水中3
0091_0,0091,刺甲贝,False,False,0091-刺甲贝.png,水;冰,双壳贝宝可梦,1.5m,132.5kg,"{'male': '50%', 'female': '50%'}",球形,紫色,60,7.8%,水中3
0092_0,0092,鬼斯,False,False,0092-鬼斯.png,幽灵;毒,气体状宝可梦,1.3m,0.1kg,"{'male': '50%', 'female': '50%'}",球形,紫色,190,24.8%,不定形
0093_0,0093,鬼斯通,False,False,0093-鬼斯通.png,幽灵;毒,气体状宝可梦,1.6m,0.1kg,"{'male': '50%', 'female': '50%'}",双手形,紫色,90,11.8%,不定形
0094_0,0094,耿鬼,False,False,0094-耿鬼.png,幽灵;毒,影子宝可梦,1.5m,40.5kg,"{'male': '50%', 'female': '50%'}",双足兽形,紫色,45,5.9%,不定形
0094_1,0094,超级耿鬼,True,False,0094.1-超级耿鬼.png,幽灵;毒,影子宝可梦,1.4m,40.5kg,"{'male': '50%', 'female': '50%'}",双足兽形,紫色,45,5.9%,不定形
0094_2,0094,超极巨化耿鬼,False,True,0094.2-超极巨化耿鬼.png,幽灵;毒,影子宝可梦,20.0~??.?m,???.?kg,"{'male': '50%', 'female': '50%'}",双足兽形,紫色,45,5.9%,不定形
0095_0,0095,大岩蛇,False,False,0095-大岩蛇.png,岩石;地面,岩蛇宝可梦,8.8m,210.0kg,"{'male': '50%', 'female': '50%'}",蛇形,灰色,45,5.9%,矿物
0096_0,0096,催眠貘,False,False,0096-催眠貘.png,超能力,催眠宝可梦,1.0m,32.4kg,"{'male': '50%', 'female': '50%'}",人形,黄色,190,24.8%,人型
0097_0,0097,引梦貘人,False,False,0097-引梦貘人.png,超能力,催眠宝可梦,1.6m,75.6kg,"{'male': '50%', 'female': '50%'}",人形,黄色,75,9.8%,人型
